scope,key,where,keep_exactly,en,nl,fr,de,es,it
browse-03,sect_sub,"Browse 3 - +3d, tell us the job and we price it | line under the section heading",,"If any of these is what stopped you, the page was never going to fix it.","Als een van deze dingen je tegenhield, ging de pagina dat toch niet oplossen.","Si c'est l'une de ces raisons qui vous a arrêté, la page n'allait pas la résoudre.","Wenn Sie einer dieser Punkte aufgehalten hat, konnte die Seite das ohnehin nicht lösen.","Si algo de esto es lo que te frenó, la página no lo iba a resolver.","Se è una di queste cose ad averti fermato, la pagina non l'avrebbe risolta."
browse-03,step.0.b,"Browse 3 - +3d, tell us the job and we price it | step.0.b",,"A sketch, a photo of an old print, a spec sheet, or just a sentence. Up to five files.","Een schets, een foto van een oude druk, een specificatieblad, of gewoon één zin. Tot vijf bestanden.","Un croquis, la photo d'un ancien tirage, une fiche technique, ou juste une phrase. Jusqu'à cinq fichiers.","Eine Skizze, ein Foto eines alten Drucks, ein Datenblatt oder einfach ein Satz. Bis zu fünf Dateien.","Un boceto, una foto de una impresión antigua, una ficha técnica, o solo una frase. Hasta cinco archivos.","Uno schizzo, la foto di una vecchia stampa, una scheda tecnica, o solo una frase. Fino a cinque file."
browse-03,step.0.t,"Browse 3 - +3d, tell us the job and we price it | step.0.t",,Tell them what you need,Zeg wat je nodig hebt,Dites ce dont vous avez besoin,"Sagen Sie, was Sie brauchen",Di qué necesitas,Di' cosa ti serve
browse-03,step.1.b,"Browse 3 - +3d, tell us the job and we price it | step.1.b",,"A tailored price with the full total in it, not a range and not a callback to arrange a call.","Een prijs op maat met het complete totaal erin, geen bandbreedte en geen terugbelverzoek om een gesprek te plannen.","Un prix sur mesure avec le total complet, pas une fourchette ni un rappel pour convenir d'un appel.","Ein Preis auf Maß mit der vollständigen Summe, keine Spanne und kein Rückruf, um ein Gespräch zu vereinbaren.","Un precio a medida con el total completo, no un rango ni una llamada para concertar otra llamada.","Un prezzo su misura con il totale completo, non una forbice e non una richiamata per fissare una chiamata."
browse-03,step.1.t,"Browse 3 - +3d, tell us the job and we price it | step.1.t",,They come back within 24 hours,Ze komen binnen 24 uur terug,Ils reviennent sous 24 heures,Sie melden sich innerhalb von 24 Stunden,Vuelven en 24 horas,Ti rispondono entro 24 ore
browse-03,step.2.b,"Browse 3 - +3d, tell us the job and we price it | step.2.b",,"Place it yourself, or forward the quote to whoever signs things off.","Plaats hem zelf, of stuur de offerte door naar wie tekent.","Passez la commande vous-même, ou transmettez le devis à la personne qui valide.","Bestellen Sie selbst, oder leiten Sie das Angebot an die Person weiter, die freigibt.","Hazlo tú mismo, o reenvía el presupuesto a quien firma.","Ordinalo tu, oppure inoltra il preventivo a chi approva."
browse-03,step.2.t,"Browse 3 - +3d, tell us the job and we price it | step.2.t",,"Order it, or send it on","Bestel het, of stuur het door","Commandez, ou transmettez",Bestellen oder weiterleiten,"Pídelo, o reenvíalo","Ordinalo, o inoltralo"
browse-03,steps_h,"Browse 3 - +3d, tell us the job and we price it | steps_h",,How a quote works,Hoe een offerte werkt,Comment se passe un devis,Wie ein Angebot abläuft,Cómo funciona un presupuesto,Come funziona un preventivo
browse-03,steps_sub,"Browse 3 - +3d, tell us the job and we price it | steps_sub",,"Three steps, no phone call to book.","Drie stappen, geen belafspraak nodig.","Trois étapes, aucun rendez-vous téléphonique à prendre.","Drei Schritte, kein Telefontermin nötig.","Tres pasos, sin llamada que agendar.","Tre passaggi, nessuna telefonata da fissare."
browse-03,sub,"Browse 3 - +3d, tell us the job and we price it | line under the headline",,"An odd size, a tight deadline, or a number someone else approves. Our quote desk answers within 24 hours.","Een afwijkend formaat, een krappe deadline, of een bedrag dat iemand anders goedkeurt. Onze offertebalie antwoordt binnen 24 uur.","Un format inhabituel, un délai serré, ou un montant que quelqu'un d'autre doit valider. Notre service devis répond sous 24 heures.","Ein ungewöhnliches Format, ein knapper Termin oder eine Summe, die jemand anders freigibt. Unser Angebotsteam antwortet innerhalb von 24 Stunden.","Un tamaño raro, un plazo ajustado, o una cifra que aprueba otra persona. Nuestro equipo de presupuestos responde en 24 horas.","Un formato insolito, una scadenza stretta, o una cifra che approva qualcun altro. Il nostro team preventivi risponde entro 24 ore."
browse-03,team_eyebrow,"Browse 3 - +3d, tell us the job and we price it | team_eyebrow",,PRINT EXPERT TEAM,PRINTEXPERT-TEAM,ÉQUIPE D'EXPERTS EN IMPRESSION,DRUCKEXPERTEN-TEAM,EQUIPO DE EXPERTOS EN IMPRESIÓN,TEAM ESPERTI DI STAMPA
browse-03,team_h,"Browse 3 - +3d, tell us the job and we price it | team_h",,Send them the awkward job,Stuur ze de lastige klus,Confiez-leur le travail délicat,Schicken Sie ihnen den kniffligen Auftrag,Mándales el trabajo complicado,Manda loro il lavoro difficile
flow-order,pre.ord1,"SUBJECTS + PREVIEWS - Abandoned Order (Klaviyo flow) | PREVIEW abandoned order +1h, both branches",,"Every line exactly as you configured it, and a link straight back into your basket.","Elke regel precies zoals je die had ingesteld, met een link direct terug naar je mandje.","Chaque ligne exactement comme vous l'avez configurée, avec un lien direct vers votre panier.","Jede Position genau so, wie Sie sie konfiguriert haben, mit einem Link direkt zurück in den Warenkorb.","Cada línea exactamente como la configuraste, con un enlace directo a tu cesta.","Ogni riga esattamente come l'hai configurata, con un link diretto al tuo carrello."
flow-order,pre.ord2h,SUBJECTS + PREVIEWS - Abandoned Order (Klaviyo flow) | PREVIEW abandoned order +24h high value,,"Someone checks the spec, confirms the delivery date, and can invoice instead of taking a card.","Iemand controleert de specificatie, bevestigt de leverdatum en kan op factuur leveren in plaats van via kaart.","Quelqu'un vérifie la spécification, confirme la date de livraison et peut facturer au lieu de prendre une carte.","Jemand prüft die Spezifikation, bestätigt den Liefertermin und kann auf Rechnung statt per Karte abrechnen.","Alguien revisa la especificación, confirma la fecha de entrega y puede facturar en lugar de cobrar con tarjeta.","Qualcuno controlla la specifica, conferma la data di consegna e può fatturare invece di usare la carta."
flow-order,pre.ord2l,SUBJECTS + PREVIEWS - Abandoned Order (Klaviyo flow) | PREVIEW abandoned order +24h low value,,"Change the quantity, watch the price move, and order in three clicks.","Pas het aantal aan, zie de prijs meebewegen en bestel in drie klikken.","Modifiez la quantité, voyez le prix suivre et commandez en trois clics.","Ändern Sie die Menge, sehen Sie den Preis mitgehen und bestellen Sie in drei Klicks.","Cambia la cantidad, mira cómo se ajusta el precio y pide en tres clics.","Cambia la quantità, guarda il prezzo adeguarsi e ordina in tre clic."
flow-order,pre.ord3h,SUBJECTS + PREVIEWS - Abandoned Order (Klaviyo flow) | PREVIEW abandoned order +72h high value,10%,"The offer of a print expert stands, and there is 10% off for the next 72 hours.","Het aanbod van een printexpert staat nog, en er is 10% korting de komende 72 uur.","L'offre d'un expert en impression tient toujours, et il y a 10 % de remise pendant 72 heures.","Das Angebot eines Druckexperten steht weiterhin, und es gibt 10% Rabatt für die nächsten 72 Stunden.","La oferta de un experto en impresión sigue en pie, y hay un 10% de descuento durante 72 horas.","L'offerta di un esperto di stampa resta valida, e c'è il 10% di sconto per le prossime 72 ore."
flow-order,pre.ord3l,SUBJECTS + PREVIEWS - Abandoned Order (Klaviyo flow) | PREVIEW abandoned order +72h low value,,"Your basket is still here, and the code runs out tomorrow.","Je mandje staat er nog, en de code verloopt morgen.","Votre panier est toujours là, et le code expire demain.","Ihr Warenkorb ist noch da, und der Code läuft morgen ab.","Tu cesta sigue ahí, y el código caduca mañana.","Il tuo carrello è ancora qui, e il codice scade domani."
flow-order,subj.ord1,"SUBJECTS + PREVIEWS - Abandoned Order (Klaviyo flow) | SUBJECT abandoned order +1h, both branches",,Left something behind?,Iets laten staan?,Vous avez oublié quelque chose ?,Etwas liegen gelassen?,¿Te has dejado algo?,Hai lasciato qualcosa?
flow-order,subj.ord2h,SUBJECTS + PREVIEWS - Abandoned Order (Klaviyo flow) | SUBJECT abandoned order +24h high value,,Want a print expert to look at it first?,Wil je dat een printexpert er eerst naar kijkt?,Vous voulez qu'un expert en impression y jette un œil ?,Soll ein Druckexperte es zuerst prüfen?,¿Quieres que un experto en impresión lo revise primero?,Vuoi che un esperto di stampa lo controlli prima?
flow-order,subj.ord2l,SUBJECTS + PREVIEWS - Abandoned Order (Klaviyo flow) | SUBJECT abandoned order +24h low value,10%,"10% off, for the next 72 hours","10% korting, de komende 72 uur","10 % de remise, pendant les 72 prochaines heures","10% Rabatt, für die nächsten 72 Stunden","10% de descuento, durante las próximas 72 horas","10% di sconto, per le prossime 72 ore"
flow-order,subj.ord3h,SUBJECTS + PREVIEWS - Abandoned Order (Klaviyo flow) | SUBJECT abandoned order +72h high value,,Still happy to go through this with you,We nemen het nog steeds graag met je door,Nous restons disponibles pour en discuter avec vous,Wir gehen es weiterhin gern mit Ihnen durch,Seguimos encantados de repasarlo contigo,Siamo ancora qui per esaminarlo con te
flow-order,subj.ord3l,SUBJECTS + PREVIEWS - Abandoned Order (Klaviyo flow) | SUBJECT abandoned order +72h low value,25%,"25% off, for the next 24 hours","25% korting, de komende 24 uur","25 % de remise, pendant les 24 prochaines heures","25% Rabatt, für die nächsten 24 Stunden","25% de descuento, durante las próximas 24 horas","25% di sconto, per le prossime 24 ore"
order-01,charged_checkout,"Abandoned order 1 - +1h, the basket restored (both branches) | charged_checkout",,Nothing is charged until you confirm at checkout,Er wordt niets afgeschreven totdat je bij het afrekenen bevestigt,Rien n'est débité tant que vous n'avez pas confirmé au paiement,"Es wird nichts abgebucht, bis Sie beim Checkout bestätigen",No se cobra nada hasta que confirmas en el pago,Non viene addebitato nulla finché non confermi al checkout
order-01,check_body,"Abandoned order 1 - +1h, the basket restored (both branches) | check_body",,"John and the Print Expert Team can go through the spec with you, confirm the delivery date, and tell you if anything will not print well. Before you pay for it, not after.","John en het printexpert-team kunnen de specificatie met je doornemen, de leverdatum bevestigen en je vertellen of er iets niet goed zal drukken. Voordat je betaalt, niet erna.","John et l'équipe d'experts peuvent revoir les specs avec vous, confirmer la date de livraison et vous dire si quelque chose s'imprimera mal. Avant que vous ne payiez, pas après.","John und das Druckexperten-Team können die Spezifikation mit Ihnen durchgehen, den Liefertermin bestätigen und Ihnen sagen, ob etwas nicht gut druckt. Bevor Sie zahlen, nicht danach.","John y el equipo de expertos pueden repasar contigo las especificaciones, confirmar la fecha de entrega y decirte si algo no va a imprimir bien. Antes de que pagues, no después.","John e il team di esperti possono rivedere con te le specifiche, confermare la data di consegna e dirti se qualcosa non verrà bene in stampa. Prima che tu paghi, non dopo."
order-01,check_h,"Abandoned order 1 - +1h, the basket restored (both branches) | check_h",,Want someone to check it first?,Wil je dat iemand er eerst naar kijkt?,Vous voulez que quelqu'un vérifie d'abord ?,Soll jemand erst darüber schauen?,¿Quieres que alguien lo revise antes?,Vuoi che qualcuno lo controlli prima?
order-01,eyebrow_size,"Abandoned order 1 - +1h, the basket restored (both branches) | eyebrow_size",,ON AN ORDER THIS SIZE,BIJ EEN ORDER VAN DEZE OMVANG,POUR UNE COMMANDE DE CETTE TAILLE,BEI EINEM AUFTRAG DIESER GRÖSSE,EN UN PEDIDO DE ESTE TAMAÑO,PER UN ORDINE DI QUESTE DIMENSIONI
order-01,file_checked,"Abandoned order 1 - +1h, the basket restored (both branches) | file_checked",,Every file gets checked before it goes on press,Elk bestand wordt gecontroleerd voordat het op de pers gaat,Chaque fichier est vérifié avant de partir en impression,"Jede Datei wird geprüft, bevor sie in den Druck geht",Cada archivo se revisa antes de entrar en máquina,Ogni file viene controllato prima di andare in stampa
order-01,h1,"Abandoned order 1 - +1h, the basket restored (both branches) | main headline",,Left something behind?,Iets laten staan?,Vous avez oublié quelque chose ?,Etwas liegen gelassen?,¿Te has dejado algo?,Hai lasciato qualcosa?
order-01,help_h,"Abandoned order 1 - +1h, the basket restored (both branches) | help_h",,Something not right in there?,Klopt er iets niet?,Quelque chose ne va pas ?,Stimmt da etwas nicht?,¿Algo no cuadra?,Qualcosa non va?
order-01,kept_saved,"Abandoned order 1 - +1h, the basket restored (both branches) | kept_saved",,"Everything you configured is saved, down to the paper and the finish","Alles wat je hebt ingesteld is bewaard, tot en met het papier en de afwerking","Tout ce que vous avez configuré est enregistré, jusqu'au papier et à la finition","Alles, was Sie konfiguriert haben, ist gespeichert, bis hin zu Papier und Veredelung","Todo lo que configuraste está guardado, hasta el papel y el acabado","Tutto quello che hai configurato è salvato, fino alla carta e alla finitura"
order-01,pre,"Abandoned order 1 - +1h, the basket restored (both branches) | hidden preheader - the inbox snippet",,Everything you configured is saved. Pick up where you left off.,Alles wat je hebt ingesteld is bewaard. Ga verder waar je gebleven was.,Tout ce que vous avez configuré est conservé. Reprenez où vous en étiez.,"Alles, was Sie eingestellt haben, ist gespeichert. Machen Sie da weiter, wo Sie aufgehört haben.",Todo lo que configuraste está guardado. Retoma donde lo dejaste.,Tutto quello che hai configurato è salvato. Riprendi da dove eri rimasto.
order-01,reassure.0,"Abandoned order 1 - +1h, the basket restored (both branches) | reassure.0",,"Everything you configured is saved, down to the paper and the finish","Alles wat je instelde is bewaard, tot en met het papier en de afwerking","Tout ce que vous avez configuré est conservé, jusqu'au papier et à la finition","Alles ist gespeichert, bis hin zu Papier und Veredelung","Todo lo que configuraste está guardado, hasta el papel y el acabado","Tutto è salvato, fino alla carta e alla finitura"
order-01,reassure.1,"Abandoned order 1 - +1h, the basket restored (both branches) | reassure.1",,Every file gets checked before it goes on press,Elk bestand wordt gecontroleerd voordat het op de pers gaat,Chaque fichier est vérifié avant impression,Jede Datei wird vor dem Druck geprüft,Cada archivo se revisa antes de entrar en máquina,Ogni file viene controllato prima di andare in stampa
order-01,reassure.2,"Abandoned order 1 - +1h, the basket restored (both branches) | reassure.2",,Nothing is charged until you confirm at checkout,Er wordt niets afgeschreven totdat je bij het afrekenen bevestigt,Rien n'est débité tant que vous n'avez pas confirmé au paiement,"Es wird nichts abgebucht, bis Sie beim Bezahlen bestätigen",No se cobra nada hasta que confirmas al pagar,Non viene addebitato nulla finché non confermi al pagamento
order-01,sub,"Abandoned order 1 - +1h, the basket restored (both branches) | line under the headline",,Nothing has been lost. Every option you picked is saved exactly as you left it.,Er is niets verloren gegaan. Elke optie die je koos staat er nog precies zo bij.,Rien n'est perdu. Chaque option que vous avez choisie est conservée telle quelle.,"Nichts ist verloren. Jede Option, die Sie gewählt haben, ist genau so gespeichert.",No se ha perdido nada. Cada opción que elegiste está guardada tal cual.,Non è andato perso nulla. Ogni opzione che hai scelto è salvata esattamente com'era.
order-02-high,alt_team,"Abandoned order 2 HIGH value - +24h, the print expert | alt_team",,The Helloprint print expert team,Het Helloprint printexpert-team,L'équipe d'experts en impression Helloprint,Das Helloprint-Druckexperten-Team,El equipo de expertos en impresión de Helloprint,Il team di esperti di stampa Helloprint
order-02-high,bio,"Abandoned order 2 HIGH value - +24h, the print expert | bio",,John has specced print for over twenty years. He and his team handle everything from a straightforward reprint to the jobs other printers turn down.,"John specificeert al ruim twintig jaar drukwerk. Hij en zijn team doen alles, van een eenvoudige herdruk tot de klussen die andere drukkers afwijzen.","John définit des travaux d'impression depuis plus de vingt ans. Lui et son équipe gèrent tout, du simple retirage aux travaux que d'autres imprimeurs refusent.","John kalkuliert seit über zwanzig Jahren Druckaufträge. Er und sein Team machen alles, vom einfachen Nachdruck bis zu den Aufträgen, die andere Druckereien ablehnen.","John lleva más de veinte años definiendo trabajos de impresión. Él y su equipo se ocupan de todo, desde una reimpresión sencilla hasta los trabajos que otras imprentas rechazan.","John definisce lavori di stampa da oltre vent'anni. Lui e il suo team gestiscono tutto, dalla semplice ristampa ai lavori che altre tipografie rifiutano."
order-02-high,date_body,"Abandoned order 2 HIGH value - +24h, the print expert | date_body",,"Most products go out for next-day delivery where possible. If a date cannot be met you will be told plainly, rather than find out later.","De meeste producten gaan waar mogelijk mee met levering de volgende dag. Kan een datum niet gehaald worden, dan hoor je dat gewoon, in plaats van dat je er later achter komt.","La plupart des produits partent en livraison le lendemain quand c'est possible. Si une date ne peut pas être tenue, on vous le dit franchement, plutôt que vous le découvriez plus tard.","Die meisten Produkte gehen, wo möglich, mit Lieferung am nächsten Tag raus. Kann ein Termin nicht gehalten werden, sagen wir es klar, statt dass Sie es später merken.","La mayoría de productos salen con entrega al día siguiente cuando es posible. Si una fecha no se puede cumplir, te lo decimos claramente en vez de que lo descubras después.","La maggior parte dei prodotti parte con consegna il giorno dopo quando è possibile. Se una data non è rispettabile te lo diciamo chiaramente, invece di fartelo scoprire dopo."
order-02-high,date_h,"Abandoned order 2 HIGH value - +24h, the print expert | date_h",,Confirm the delivery date,De leverdatum bevestigen,Confirmer la date de livraison,Den Liefertermin bestätigen,Confirmar la fecha de entrega,Confermare la data di consegna
order-02-high,eyebrow,"Abandoned order 2 HIGH value - +24h, the print expert | small green line above the headline",,BEFORE YOU PAY,VOORDAT JE BETAALT,AVANT DE PAYER,BEVOR SIE ZAHLEN,ANTES DE PAGAR,PRIMA DI PAGARE
order-02-high,h1,"Abandoned order 2 HIGH value - +24h, the print expert | main headline",,Want a print expert to look at it first?,Wil je dat een printexpert er eerst naar kijkt?,Vous voulez qu'un expert y jette un œil d'abord ?,Soll ein Druckexperte erst draufschauen?,¿Quieres que lo mire antes un experto?,Vuoi che lo guardi prima un esperto?
order-02-high,inv_body,"Abandoned order 2 HIGH value - +24h, the print expert | inv_body",,"Plenty of our business customers pay on invoice rather than putting it on a card. If that is not switched on for your account yet, the team can look at it for you.","Veel van onze zakelijke klanten betalen op factuur in plaats van met een kaart. Staat dat nog niet aan voor jouw account, dan kan het team ernaar kijken.","Beaucoup de nos clients professionnels paient sur facture plutôt que par carte. Si ce n'est pas encore activé sur votre compte, l'équipe peut s'en occuper.","Viele unserer Geschäftskunden zahlen auf Rechnung statt per Karte. Ist das für Ihr Konto noch nicht freigeschaltet, kann das Team sich das ansehen.","Muchos de nuestros clientes de empresa pagan por factura en vez de con tarjeta. Si aún no lo tienes activado en tu cuenta, el equipo puede revisarlo.","Molti nostri clienti business pagano con fattura invece che con carta. Se non è ancora attivo sul tuo account, il team può occuparsene."
order-02-high,inv_h,"Abandoned order 2 HIGH value - +24h, the print expert | inv_h",,"Pay on invoice, not by card","Betalen op factuur, niet met een kaart","Payer sur facture, pas par carte","Auf Rechnung zahlen, nicht per Karte","Pagar por factura, no con tarjeta","Pagare con fattura, non con carta"
order-02-high,or_b,"Abandoned order 2 HIGH value - +24h, the print expert | or_b",,"The basket is saved and nothing is charged until you confirm. If you would rather have a second pair of eyes on it first, say the word.","De winkelwagen is bewaard en er wordt niets afgeschreven totdat je bevestigt. Wil je er liever eerst iemand anders naar laten kijken, zeg het gerust.","Le panier est conservé et rien n'est débité tant que vous n'avez pas confirmé. Si vous préférez un deuxième avis d'abord, dites-le.","Der Warenkorb ist gespeichert und es wird nichts abgebucht, bis Sie bestätigen. Wenn Sie lieber erst ein zweites Paar Augen darauf hätten, sagen Sie Bescheid.","La cesta está guardada y no se cobra nada hasta que confirmes. Si prefieres que alguien más le eche un ojo antes, dilo.","Il carrello è salvato e non viene addebitato nulla finché non confermi. Se preferisci prima un secondo parere, basta dirlo."
order-02-high,or_h,"Abandoned order 2 HIGH value - +24h, the print expert | or_h",,Or just finish it,Of maak het gewoon af,Ou terminez simplement,Oder schließen Sie es einfach ab,O simplemente termínalo,Oppure completalo e basta
order-02-high,pre,"Abandoned order 2 HIGH value - +24h, the print expert | hidden preheader - the inbox snippet",,"A print expert can check the spec, confirm the date, and sort invoicing before you pay.","Een printexpert kan de specificatie nakijken, de datum bevestigen en de facturatie regelen voordat je betaalt.","Un expert peut vérifier les options, confirmer la date et régler la facturation avant que vous payiez.","Ein Druckexperte kann die Ausführung prüfen, den Termin bestätigen und die Rechnung klären, bevor Sie zahlen.","Un experto puede revisar las especificaciones, confirmar la fecha y resolver la facturación antes de que pagues.","Un esperto può controllare le specifiche, confermare la data e sistemare la fatturazione prima che tu paghi."
order-02-high,qty_body,"Abandoned order 2 HIGH value - +24h, the print expert | qty_body",,Print gets cheaper per unit as the run grows. On an order this size the next quantity break may cost less than what is in the basket now.,Drukwerk wordt per stuk goedkoper naarmate de oplage groeit. Bij een order van deze omvang kan de volgende staffel minder kosten dan wat er nu in je mandje ligt.,"L'impression coûte moins cher à l'unité quand le tirage augmente. Sur une commande de cette taille, le palier de quantité suivant peut coûter moins que ce qu'il y a dans le panier.","Druck wird pro Stück günstiger, je größer die Auflage. Bei einem Auftrag dieser Größe kann die nächste Staffel weniger kosten als das, was jetzt im Warenkorb liegt.","La impresión sale más barata por unidad cuanto mayor es la tirada. En un pedido de este tamaño, el siguiente tramo de cantidad puede costar menos que lo que hay ahora en la cesta.","La stampa costa meno al pezzo man mano che la tiratura cresce. Su un ordine di queste dimensioni, lo scaglione di quantità successivo può costare meno di quello che c'è ora nel carrello."
order-02-high,qty_h,"Abandoned order 2 HIGH value - +24h, the print expert | qty_h",,Tell you if the quantity is wrong,Je vertellen of het aantal niet klopt,Vous dire si la quantité ne va pas,"Ihnen sagen, wenn die Menge nicht stimmt",Decirte si la cantidad no cuadra,Dirti se la quantità non va
order-02-high,row.0.b,"Abandoned order 2 HIGH value - +24h, the print expert | row.0.b",,"Forty years in the graphic trade sits behind the desk. Not the artwork check, but whether the paper, size and finish are right for what it is actually for.","Achter het bureau zit veertig jaar ervaring in het grafische vak. Niet de bestandscontrole, maar of het papier, formaat en de afwerking kloppen voor waar het echt voor is.","Quarante ans de métier dans les arts graphiques sont derrière ce bureau. Pas la vérification du fichier, mais si le papier, le format et la finition conviennent à l'usage réel.","Hinter dem Schreibtisch stehen vierzig Jahre grafisches Gewerbe. Nicht der Dateicheck, sondern ob Papier, Format und Veredelung zum tatsächlichen Zweck passen.","Detrás de la mesa hay cuarenta años de oficio gráfico. No es la revisión del archivo, sino si el papel, el tamaño y el acabado encajan con su uso real.","Dietro la scrivania ci sono quarant'anni di mestiere grafico. Non il controllo del file, ma se carta, formato e finitura sono giusti per l'uso reale."
order-02-high,row.0.t,"Abandoned order 2 HIGH value - +24h, the print expert | row.0.t",,Check the spec suits the job,Nakijken of de specificatie past bij de klus,Vérifier que les options conviennent au travail,"Prüfen, ob die Ausführung zum Auftrag passt",Comprobar que las especificaciones encajan con el trabajo,Controllare che le specifiche siano adatte al lavoro
order-02-high,row.1.b,"Abandoned order 2 HIGH value - +24h, the print expert | row.1.b",,"Most products go out for next-day delivery where possible. If a date cannot be met you will be told plainly, rather than find out later.","De meeste producten gaan waar mogelijk de volgende dag de deur uit. Kan een datum niet gehaald worden, dan hoor je dat gewoon, in plaats van er later achter te komen.","La plupart des produits partent en livraison le lendemain quand c'est possible. Si une date ne peut pas être tenue, on vous le dit franchement plutôt que de vous laisser le découvrir.","Die meisten Produkte gehen wo möglich mit Lieferung am nächsten Tag raus. Wenn ein Termin nicht zu halten ist, sagen wir es Ihnen klar, statt dass Sie es später merken.","La mayoría de los productos salen con entrega al día siguiente cuando es posible. Si una fecha no puede cumplirse, te lo dicen claro en vez de que lo descubras después.","La maggior parte dei prodotti parte con consegna il giorno dopo quando è possibile. Se una data non si può rispettare te lo dicono chiaramente, invece di lasciartelo scoprire dopo."
order-02-high,row.1.t,"Abandoned order 2 HIGH value - +24h, the print expert | row.1.t",,Confirm the delivery date,De leverdatum bevestigen,Confirmer la date de livraison,Den Liefertermin bestätigen,Confirmar la fecha de entrega,Confermare la data di consegna
order-02-high,row.2.b,"Abandoned order 2 HIGH value - +24h, the print expert | row.2.b",,"Plenty of our business customers pay on invoice rather than putting it on a card. If that is not switched on for your account yet, the team can look at it for you.","Veel van onze zakelijke klanten betalen op factuur in plaats van met een kaart. Staat dat nog niet aan voor jouw account, dan kan het team ernaar kijken.","Beaucoup de nos clients professionnels paient sur facture plutôt que par carte. Si ce n'est pas encore activé sur votre compte, l'équipe peut s'en occuper.","Viele unserer Geschäftskunden zahlen auf Rechnung statt mit Karte. Wenn das für Ihr Konto noch nicht freigeschaltet ist, kann das Team sich darum kümmern.","Muchos de nuestros clientes de empresa pagan por factura en vez de con tarjeta. Si aún no está activado en tu cuenta, el equipo puede mirarlo.","Molti nostri clienti aziendali pagano su fattura invece che con carta. Se non è ancora attivo sul tuo account, il team può occuparsene."
order-02-high,row.2.t,"Abandoned order 2 HIGH value - +24h, the print expert | row.2.t",,"Pay on invoice, not by card","Betalen op factuur, niet met kaart","Payer sur facture, pas par carte",Auf Rechnung zahlen statt mit Karte,"Pagar por factura, no con tarjeta","Pagare su fattura, non con carta"
order-02-high,row.3.b,"Abandoned order 2 HIGH value - +24h, the print expert | row.3.b",,Print gets cheaper per unit as the run grows. On an order this size the next quantity break may cost less than what is in the basket now.,Drukwerk wordt per stuk goedkoper naarmate de oplage groeit. Bij een bestelling van deze omvang kan het volgende aantal minder kosten dan wat er nu in de winkelwagen staat.,"L'impression coûte moins cher à l'unité quand le tirage augmente. Sur une commande de cette taille, le palier suivant peut coûter moins que ce qui est dans le panier.","Druck wird pro Stück günstiger, je größer die Auflage. Bei dieser Bestellgröße kann die nächste Mengenstufe weniger kosten als das, was jetzt im Warenkorb liegt.","La impresión sale más barata por unidad cuanto mayor es la tirada. En un pedido de este tamaño, el siguiente tramo puede costar menos que lo que hay ahora en la cesta.",La stampa costa meno a pezzo man mano che la tiratura cresce. Su un ordine di queste dimensioni lo scaglione successivo può costare meno di quello che c'è ora nel carrello.
order-02-high,row.3.t,"Abandoned order 2 HIGH value - +24h, the print expert | row.3.t",,Tell you if the quantity is wrong,Zeggen of het aantal niet klopt,Vous dire si la quantité ne colle pas,"Ihnen sagen, wenn die Menge nicht stimmt",Decirte si la cantidad no es la adecuada,Dirti se la quantità non è quella giusta
order-02-high,sect_h,"Abandoned order 2 HIGH value - +24h, the print expert | section heading",,What they will actually do,Wat zij concreet doen,Ce qu'ils font concrètement,Was sie konkret tun,Qué hacen exactamente,Cosa fanno concretamente
order-02-high,spec_body,"Abandoned order 2 HIGH value - +24h, the print expert | spec_body",,"Forty years in the graphic trade sits behind the desk. Not the artwork check, but whether the paper, size and finish are right for what it is actually for.","Achter het bureau zit veertig jaar ervaring in het grafische vak. Niet de bestandscontrole, maar de vraag of papier, formaat en afwerking kloppen voor waar het echt voor is.","Quarante ans de métier dans les arts graphiques sont assis derrière le bureau. Pas le contrôle du fichier, mais la question de savoir si le papier, le format et la finition conviennent à l'usage réel.","Hinter dem Schreibtisch sitzen vierzig Jahre grafisches Gewerbe. Nicht die Dateiprüfung, sondern die Frage, ob Papier, Format und Veredelung zum tatsächlichen Zweck passen.","Detrás de la mesa hay cuarenta años de oficio gráfico. No la revisión del archivo, sino si el papel, el tamaño y el acabado encajan con el uso real.","Dietro la scrivania ci sono quarant'anni di mestiere grafico. Non il controllo del file, ma se carta, formato e finitura sono giusti per l'uso reale."
order-02-high,spec_h,"Abandoned order 2 HIGH value - +24h, the print expert | spec_h",,Check the spec suits the job,Controleren of de specificatie bij de klus past,Vérifier que les specs conviennent au travail,"Prüfen, ob die Spezifikation zum Auftrag passt",Comprobar que las especificaciones encajan con el trabajo,Controllare che le specifiche siano adatte al lavoro
order-02-high,sub,"Abandoned order 2 HIGH value - +24h, the print expert | line under the headline",&rsquo;,"On an order this size, ten minutes of someone else&rsquo;s time is usually worth having.",Bij een bestelling van deze omvang is tien minuten van iemand anders meestal de moeite waard.,"Sur une commande de cette taille, dix minutes du temps de quelqu'un d'autre valent généralement la peine.",Bei einer Bestellung dieser Größe lohnen sich zehn Minuten von jemand anderem meistens.,"En un pedido de este tamaño, diez minutos del tiempo de otra persona suelen merecer la pena.","Su un ordine di queste dimensioni, dieci minuti del tempo di qualcun altro di solito valgono la pena."
