scope,key,where,keep_exactly,en,nl,fr,de,es,it
welcome-04,john_quote,"Welcome 4 - day 5, send it over | john_quote",&rdquo;,Some jobs are genuinely complicated and some are just about getting the best price. Send me the details either way and I will come back with the best option I can find in the market.&rdquo;,"Sommige klussen zijn echt ingewikkeld, bij andere gaat het puur om de scherpste prijs. Stuur me in beide gevallen de details, dan kom ik terug met het beste dat ik in de markt kan vinden.&rdquo;","Certains travaux sont vraiment complexes, d'autres se résument au meilleur prix. Dans les deux cas, envoyez-moi les détails et je reviens avec la meilleure option que je trouve sur le marché.&rdquo;","Manche Aufträge sind wirklich kompliziert, bei anderen geht es nur um den besten Preis. Schicken Sie mir in beiden Fällen die Details, dann melde ich mich mit der besten Option, die ich am Markt finde.&rdquo;",Algunos trabajos son de verdad complicados y otros van solo del mejor precio. En ambos casos mándame los detalles y te vuelvo con la mejor opción que encuentre en el mercado.&rdquo;,"Certi lavori sono davvero complicati, altri sono solo questione di prezzo. In entrambi i casi mandami i dettagli e torno con la migliore opzione che trovo sul mercato.&rdquo;"
welcome-04,john_role,"Welcome 4 - day 5, send it over | john_role",,Our most experienced print expert,Onze meest ervaren printexpert,Notre expert le plus expérimenté,Unser erfahrenster Druckexperte,Nuestro experto más veterano,Il nostro esperto più veterano
welcome-04,lastday,"Welcome 4 - day 5, send it over | countdown in the green bar",&middot; &nbsp;,&nbsp;&middot;&nbsp;Last day!,&nbsp;&middot;&nbsp;Laatste dag!,&nbsp;&middot;&nbsp;Dernier jour !,&nbsp;&middot;&nbsp;Letzter Tag!,&nbsp;&middot;&nbsp;¡Último día!,&nbsp;&middot;&nbsp;Ultimo giorno!
welcome-04,pre,"Welcome 4 - day 5, send it over | hidden preheader - the inbox snippet",10%,"Artwork or just an idea, we take it from there. Last day for your 10%.",Een ontwerp of alleen een idee — wij pakken het op. Laatste dag voor je 10%.,"Un fichier ou juste une idée, on prend le relais. Dernier jour pour vos 10%.",Datei oder nur eine Idee – wir übernehmen. Letzter Tag für Ihre 10%.,"Un diseño o solo una idea, seguimos nosotros. Último día para tu 10%.","Un file o solo un'idea, ci pensiamo noi. Ultimo giorno per il tuo 10%."
welcome-04,pre_ordered,"Welcome 4 - day 5, send it over | preheader for people who already ordered (no discount)",&rsquo;,Artwork or just an idea. Send either and John&rsquo;s team takes it from there.,"Een ontwerp of alleen een idee. Stuur het maar, John en zijn team pakken het op.","Un fichier ou juste une idée. Envoyez, John et son équipe prennent le relais.","Datei oder nur eine Idee. Schicken Sie es, John und sein Team übernehmen.","Un diseño o solo una idea. Mándalo, John y su equipo siguen.","Un file o solo un'idea. Mandacelo, John e il suo team ci pensano."
welcome-04,role,"Welcome 4 - day 5, send it over | role",,Print Expert Team,Printexpert-team,Équipe d'experts en impression,Druckexperten-Team,Equipo de expertos en impresión,Team di esperti di stampa
welcome-04,s.0.b,"Welcome 4 - day 5, send it over | s.0.b",,Finished artwork or just a rough idea. Whatever you have is enough to start.,Een kant-en-klaar ontwerp of een ruwe schets. Wat je hebt is genoeg.,Un fichier finalisé ou un croquis. Ce que vous avez suffit.,"Fertige Datei oder grobe Skizze. Was da ist, reicht.",Un diseño acabado o un boceto. Con lo que tengas basta.,Un file finito o uno schizzo. Quello che hai basta.
welcome-04,s.0.t,"Welcome 4 - day 5, send it over | s.0.t",,Send it over,Jij stuurt,Vous envoyez,Sie schicken,Tú lo mandas,Tu mandi
welcome-04,s.1.b,"Welcome 4 - day 5, send it over | s.1.b",,"The right product and the right print partner, however unusual the job.","Het juiste product bij de juiste drukker, hoe bijzonder de klus ook is.","Le bon produit chez le bon imprimeur, même pour un travail hors norme.","Das richtige Produkt beim richtigen Partner, so ungewöhnlich der Auftrag auch ist.","El producto adecuado en la imprenta adecuada, por raro que sea el trabajo.","Il prodotto giusto dallo stampatore giusto, per quanto insolito sia il lavoro."
welcome-04,s.1.t,"Welcome 4 - day 5, send it over | s.1.t",&rsquo;,John&rsquo;s team specs it,John zoekt het uit,L'équipe de John s'en charge,Johns Team kümmert sich,El equipo de John lo resuelve,Il team di John ci pensa
welcome-04,s.2.b,"Welcome 4 - day 5, send it over | s.2.b",,"The sharpest price they can find in the market, with the full total in it.",De scherpste prijs die ze kunnen vinden — en dat is meteen het totaalbedrag.,"Le meilleur prix qu'ils trouvent, et c'est le total, tout compris.","Der beste Preis, den sie finden – und das ist gleich die Endsumme.","El mejor precio que encuentren, y ese es el total final.","Il miglior prezzo che trovano, e quello è già il totale finale."
welcome-04,s.2.t,"Welcome 4 - day 5, send it over | s.2.t",,A price back within 24 hours,Binnen 24 uur je prijs,Votre prix sous 24 heures,Ihr Preis in 24 Stunden,Tu precio en 24 horas,Il tuo prezzo entro 24 ore
welcome-04,sub,"Welcome 4 - day 5, send it over | line under the headline",,"Finished artwork or just a rough idea. Send either and a print expert takes it from there, checking your file or pricing the job.",Een kant-en-klaar ontwerp of een ruwe schets — stuur wat je hebt. Een printexpert kijkt het na of maakt er een prijs bij.,"Un fichier prêt à imprimer ou un croquis au crayon : envoyez ce que vous avez. Un expert le vérifie, ou vous chiffre le travail.","Druckfertige Datei oder schnelle Skizze – schicken Sie, was da ist. Ein Druckexperte prüft sie oder rechnet den Auftrag durch.","Un diseño listo o un boceto a lápiz: manda lo que tengas. Un experto lo revisa, o te lo presupuesta.","Un file pronto o uno schizzo a matita: manda quello che hai. Un esperto lo controlla, o ti fa il prezzo."
welcome-04,team_h,"Welcome 4 - day 5, send it over | team_h",,Meet John and the Print Expert Team,Dit is John en het printexpert-team,Voici John et l'équipe d'experts,Das sind John und das Druckexperten-Team,Estos son John y el equipo de expertos,Ecco John e il team di esperti
welcome-04,team_sub,"Welcome 4 - day 5, send it over | team_sub",,Real people who spec print all day. Ask them anything.,Mensen die de hele dag drukwerk uitzoeken. Vraag ze alles.,Des gens qui font ça toute la journée. Posez-leur n'importe quelle question.,"Menschen, die den ganzen Tag nichts anderes tun. Fragen Sie alles.",Gente que hace esto todo el día. Pregúntales lo que sea.,Gente che fa questo tutto il giorno. Chiedi qualsiasi cosa.
flow-welcome,subj.wel1,Subject lines (Klaviyo flow message) | SUBJECT day 0,10%,"Welcome to Helloprint, and your 10% code",Welkom bij Helloprint — hier is je 10%,"Bienvenue chez Helloprint, et voici vos 10%",Willkommen bei Helloprint – hier sind Ihre 10%,"Bienvenido a Helloprint, y aquí tienes tu 10%","Benvenuto in Helloprint, ecco il tuo 10%"
flow-welcome,subj.wel2,Subject lines (Klaviyo flow message) | SUBJECT day 1,10%,"Your 10% is waiting, and 4 days left to use it","Je 10% staat klaar, nog 4 dagen","Vos 10% vous attendent, encore 4 jours",Ihre 10% warten – noch 4 Tage,"Tu 10% te espera, quedan 4 días","Il tuo 10% ti aspetta, ancora 4 giorni"
flow-welcome,subj.wel3,Subject lines (Klaviyo flow message) | SUBJECT day 3,10%,Only 2 days left on your 10%,Nog 2 dagen voor je 10%,Plus que 2 jours pour vos 10%,Nur noch 2 Tage für Ihre 10%,Solo 2 días para tu 10%,Solo 2 giorni per il tuo 10%
flow-welcome,subj.wel4,Subject lines (Klaviyo flow message) | SUBJECT day 5,10%,Last day for your 10%,Laatste dag voor je 10%,Dernier jour pour vos 10%,Letzter Tag für Ihre 10%,Último día para tu 10%,Ultimo giorno per il tuo 10%
_shared,wc.discount,Shared across the four welcome emails | green bar at the top,10%,Your 10% welcome discount,Je welkomstkorting van 10%,Vos 10% de bienvenue,Ihre 10% zum Start,Tu 10% de bienvenida,Il tuo 10% di benvenuto
_shared,wc.waiting,Shared across the four welcome emails | green bar at the top,10%,Your 10% is still waiting,Je 10% staat nog klaar,Vos 10% vous attendent toujours,Ihre 10% warten noch,Tu 10% sigue esperando,Il tuo 10% ti aspetta ancora
_shared,wc.expires5,"Shared across the four welcome emails | green bar, validity",&middot; &nbsp;,&nbsp;&middot;&nbsp;Valid only 5 days,&nbsp;&middot;&nbsp;Slechts 5 dagen geldig,&nbsp;&middot;&nbsp;Valable 5 jours seulement,&nbsp;&middot;&nbsp;Nur 5 Tage gültig,&nbsp;&middot;&nbsp;Solo 5 días,&nbsp;&middot;&nbsp;Valido solo 5 giorni
_shared,wc.help,Shared across the four welcome emails | wc.help,,Do you need help?,Kunnen we je helpen?,Besoin d'un coup de main ?,Können wir helfen?,¿Te echamos una mano?,Possiamo darti una mano?
_shared,wc.terms,"Shared across the four welcome emails | offer conditions, small print in the footer",10% @@CAP@@,"Offer terms: 10% off your first order, up to @@CAP@@ maximum discount. One use per customer. The code expires 5 days after you sign up. It cannot be combined with other codes, is not valid on bespoke quotes, and applies to products only, excluding services and delivery.","Voorwaarden: 10% korting op je eerste order, maximaal @@CAP@@ korting. Eén keer per klant. De code verloopt 5 dagen na je aanmelding. Niet te combineren met andere codes, niet geldig op maatwerkaanvragen, en geldt alleen op producten, niet op diensten en bezorging.","Conditions : 10% sur votre première commande, remise maximale de @@CAP@@. Une utilisation par client. Le code expire 5 jours après votre inscription. Non cumulable avec d'autres codes, non valable sur les devis sur mesure, et applicable aux produits uniquement, hors services et livraison.","Bedingungen: 10% auf Ihre erste Bestellung, maximal @@CAP@@ Rabatt. Eine Verwendung pro Kunde. Der Code läuft 5 Tage nach Ihrer Anmeldung ab. Nicht mit anderen Codes kombinierbar, nicht gültig für individuelle Angebote, und gilt nur für Produkte, ausgenommen Dienstleistungen und Versand.","Condiciones: 10% en tu primer pedido, con un descuento máximo de @@CAP@@. Un uso por cliente. El código caduca 5 días después de tu registro. No se puede combinar con otros códigos, no es válido en presupuestos personalizados y se aplica solo a productos, excluyendo servicios y envío.","Condizioni: 10% sul tuo primo ordine, sconto massimo di @@CAP@@. Un utilizzo per cliente. Il codice scade 5 giorni dopo la registrazione. Non cumulabile con altri codici, non valido su preventivi personalizzati, e si applica solo ai prodotti, esclusi servizi e spedizione."
_shared,alt.cs_agents,Shared across the four welcome emails | alt.cs_agents,,Three Helloprint customer service agents,Drie Helloprint-klantenservicemedewerkers,Trois conseillers du service client Helloprint,Drei Helloprint-Kundenservicemitarbeiter,Tres agentes de atención al cliente de Helloprint,Tre operatori del servizio clienti Helloprint
_shared,help.chat,Shared across the four welcome emails | help.chat,,Chat with us,Chat met ons,Discuter avec nous,Schreiben Sie uns im Chat,Chatea con nosotros,Scrivici in chat
_shared,help.centre,Shared across the four welcome emails | help.centre,,Help Centre,Helpcentrum,Centre d'aide,Hilfe-Center,Centro de ayuda,Centro assistenza
_shared,foot.unsub,Shared across the four welcome emails | unsubscribe link label,,Unsubscribe,Afmelden,Se désabonner,Abmelden,Darse de baja,Annulla iscrizione
