scope,key,where,keep_exactly,en,nl,fr,de,es,it,en-US,sv
browse-02,sect_sub,"Browse 2 - +24h, you do not need the artwork yet | line under the section heading",,Pick whichever suits. All three end up in the same place.,Kies wat je uitkomt. Alle drie komen op dezelfde plek uit.,Choisissez ce qui vous arrange. Les trois aboutissent au même endroit.,"Nehmen Sie, was Ihnen passt. Alle drei enden am selben Ort.",Elige lo que te venga bien. Las tres acaban en el mismo sitio.,Scegli quello che ti conviene. Tutti e tre finiscono nello stesso posto.,,
browse-02,sub,"Browse 2 - +24h, you do not need the artwork yet | line under the headline",,Order when you are ready and send your file afterwards. Nothing goes on press until it has been checked.,Bestel wanneer je zover bent en stuur je bestand daarna. Er gaat niets op de pers voordat het is gecontroleerd.,Commandez quand vous êtes prêt et envoyez votre fichier ensuite. Rien ne part en impression avant vérification.,"Bestellen Sie, wenn Sie so weit sind, und schicken Sie die Datei danach. Nichts geht in den Druck, bevor es geprüft wurde.",Pide cuando estés listo y envía el archivo después. Nada entra en máquina sin haberse revisado.,Ordina quando sei pronto e manda il file dopo. Niente va in stampa prima di essere controllato.,,
browse-02,templates,"Browse 2 - +24h, you do not need the artwork yet | templates",,"Every product has templates to download, already the right size.","Bij elk product kun je sjablonen downloaden, al op de juiste maat.","Chaque produit a des gabarits à télécharger, déjà au bon format.","Zu jedem Produkt gibt es Vorlagen zum Herunterladen, bereits im richtigen Format.","Cada producto tiene plantillas para descargar, ya con el tamaño correcto.","Ogni prodotto ha modelli da scaricare, già della misura giusta.",,
browse-03,alt_team,"Browse 3 - +3d, tell us the job and we price it | alt_team",,The Helloprint team who price the unusual jobs,Het Helloprint-team dat de bijzondere klussen prijst,L'équipe Helloprint qui chiffre les travaux hors norme,"Das Helloprint-Team, das die ungewöhnlichen Aufträge kalkuliert",El equipo de Helloprint que presupuesta los trabajos poco habituales,Il team Helloprint che quota i lavori insoliti,,
browse-03,blocked.0.b,"Browse 3 - +3d, tell us the job and we price it | blocked.0.b",,Forty years in the graphic trade sits behind the quote desk. Say what the job has to do and they work out how to make it.,Achter de offertebalie zit veertig jaar ervaring in het grafische vak. Zeg wat de opdracht moet doen en zij bedenken hoe het gemaakt wordt.,Quarante ans de métier dans les arts graphiques se trouvent derrière le service devis. Dites ce que le travail doit faire et ils trouvent comment le réaliser.,"Hinter dem Angebotsteam stehen vierzig Jahre grafisches Gewerbe. Sagen Sie, was der Auftrag leisten muss, dann finden sie den Weg dorthin.",Detrás del equipo de presupuestos hay cuarenta años de oficio gráfico. Di qué tiene que hacer el trabajo y ellos averiguan cómo hacerlo.,Dietro il team preventivi ci sono quarant'anni di mestiere grafico. Di' cosa deve fare il lavoro e trovano loro il modo di realizzarlo.,,
browse-03,blocked.0.t,"Browse 3 - +3d, tell us the job and we price it | blocked.0.t",,The spec is unusual,De specificatie is bijzonder,Le cahier des charges sort de l'ordinaire,Die Ausführung ist ungewöhnlich,Las especificaciones son poco comunes,Le specifiche sono insolite,,
browse-03,blocked.1.b,"Browse 3 - +3d, tell us the job and we price it | blocked.1.b",,"Tell them the date. Most products go out for next-day delivery where possible, and you get a straight answer if it cannot be done.","Geef ze de datum. De meeste producten gaan waar mogelijk de volgende dag de deur uit, en als het niet kan hoor je dat gewoon.","Donnez-leur la date. La plupart des produits partent en livraison le lendemain quand c'est possible, et vous obtenez une réponse franche si ce n'est pas faisable.","Nennen Sie ihnen das Datum. Die meisten Produkte gehen wo möglich mit Lieferung am nächsten Tag raus, und wenn es nicht geht, sagen sie es Ihnen klar.","Diles la fecha. La mayoría de los productos salen con entrega al día siguiente cuando es posible, y si no se puede te lo dicen claro.","Dai loro la data. La maggior parte dei prodotti parte con consegna il giorno dopo quando è possibile, e se non si può te lo dicono chiaramente.",,
browse-03,blocked.1.t,"Browse 3 - +3d, tell us the job and we price it | blocked.1.t",,You need it by a date,Je hebt het op een datum nodig,Vous en avez besoin pour une date,Sie brauchen es zu einem Termin,Lo necesitas para una fecha,Ti serve entro una data,,
browse-03,blocked.2.b,"Browse 3 - +3d, tell us the job and we price it | blocked.2.b",,"A written quote with the full total in it, so there is one number to forward instead of a basket to describe.","Een schriftelijke offerte met het complete totaal erin, zodat je één bedrag kunt doorsturen in plaats van een winkelwagen te moeten uitleggen.","Un devis écrit avec le total complet, pour n'avoir qu'un chiffre à transmettre au lieu d'un panier à décrire.","Ein schriftliches Angebot mit der vollständigen Summe, also eine Zahl zum Weiterleiten statt eines Warenkorbs zum Erklären.","Un presupuesto por escrito con el total completo, así hay una cifra que reenviar en vez de un carrito que describir.","Un preventivo scritto con il totale completo, così c'è un numero da inoltrare invece di un carrello da descrivere.",,
browse-03,blocked.2.t,"Browse 3 - +3d, tell us the job and we price it | blocked.2.t",,Someone has to approve it,Iemand moet het goedkeuren,Quelqu'un doit valider,Jemand muss es freigeben,Alguien tiene que aprobarlo,Qualcuno deve approvarlo,,
browse-03,cta,"Browse 3 - +3d, tell us the job and we price it | button",,Request a quote,Offerte aanvragen,Demander un devis,Angebot anfordern,Pedir presupuesto,Richiedi un preventivo,,
browse-03,eyebrow,"Browse 3 - +3d, tell us the job and we price it | small green line above the headline",,GET A QUOTE,VRAAG EEN OFFERTE,DEMANDER UN DEVIS,ANGEBOT ANFORDERN,PIDE PRESUPUESTO,CHIEDI UN PREVENTIVO,,
browse-03,h1,"Browse 3 - +3d, tell us the job and we price it | main headline",,Tell us the job. We will price it.,Vertel ons de opdracht. Wij prijzen hem.,Dites-nous le travail. Nous le chiffrons.,Sagen Sie uns den Auftrag. Wir kalkulieren ihn.,Cuéntanos el trabajo. Nosotros lo presupuestamos.,Raccontaci il lavoro. Lo quotiamo noi.,,
browse-03,john_body,"Browse 3 - +3d, tell us the job and we price it | john_body",,"That is John in the pink polo up there. He has specced print for over twenty years, and his team handles everything from a straightforward reprint to the jobs other printers turn down. Send them the awkward one.","Dat is John in het roze poloshirt hierboven. Hij specificeert al ruim twintig jaar drukwerk, en zijn team pakt alles op, van een simpele herdruk tot de klussen die andere drukkers afwijzen. Stuur ze gerust de lastige.","C'est John, en polo rose là-haut. Il définit des travaux d'impression depuis plus de vingt ans, et son équipe gère tout, de la simple réimpression aux commandes que d'autres imprimeurs refusent. Envoyez-leur la plus compliquée.","Das ist John im rosa Poloshirt da oben. Er kalkuliert seit über zwanzig Jahren Druckaufträge, und sein Team übernimmt alles, vom einfachen Nachdruck bis zu den Aufträgen, die andere Druckereien ablehnen. Schicken Sie ihnen den kniffligen.","Ese es John, el del polo rosa de arriba. Lleva más de veinte años definiendo trabajos de impresión, y su equipo se ocupa de todo, desde una reimpresión sencilla hasta los encargos que otras imprentas rechazan. Mándales el complicado.","Quello è John, con la polo rosa lì sopra. Definisce lavori di stampa da più di vent'anni, e il suo team gestisce tutto, dalla semplice ristampa ai lavori che altre tipografie rifiutano. Mandategli quello difficile.",,
browse-03,pre,"Browse 3 - +3d, tell us the job and we price it | hidden preheader - the inbox snippet",,Tell the quote desk what the job is. A tailored price back within 24 hours.,Vertel de offertebalie wat de opdracht is. Een prijs op maat binnen 24 uur terug.,Dites au service devis en quoi consiste le travail. Un prix sur mesure sous 24 heures.,"Sagen Sie dem Angebotsteam, worum es geht. Ein Preis auf Maß innerhalb von 24 Stunden.",Cuéntale al equipo de presupuestos cuál es el trabajo. Un precio a medida en 24 horas.,Racconta al team preventivi qual è il lavoro. Un prezzo su misura entro 24 ore.,,
browse-03,quote_body,"Browse 3 - +3d, tell us the job and we price it | quote_body",,A standard run or something nobody has printed before. Either way you get a price within 24 hours and a straight answer on what is possible.,Een standaardoplage of iets wat nog nooit iemand heeft gedrukt. In beide gevallen krijg je binnen 24 uur een prijs en een eerlijk antwoord over wat er kan.,"Un tirage standard ou quelque chose que personne n'a jamais imprimé. Dans les deux cas, vous avez un prix sous 24 heures et une réponse franche sur ce qui est possible.","Eine Standardauflage oder etwas, das noch nie jemand gedruckt hat. In beiden Fällen bekommen Sie innerhalb von 24 Stunden einen Preis und eine klare Antwort, was möglich ist.",Una tirada estándar o algo que nadie ha impreso antes. En cualquier caso tienes un precio en 24 horas y una respuesta clara sobre lo que es posible.,Una tiratura standard o qualcosa che nessuno ha mai stampato. In entrambi i casi hai un prezzo entro 24 ore e una risposta chiara su cosa è possibile.,,
browse-03,sect_h,"Browse 3 - +3d, tell us the job and we price it | section heading",,Three reasons people ask us instead,Drie redenen waarom mensen het ons vragen,Trois raisons pour lesquelles on nous demande,"Drei Gründe, warum man uns fragt",Tres razones por las que nos preguntan,Tre motivi per cui ce lo chiedono,,
browse-03,sect_sub,"Browse 3 - +3d, tell us the job and we price it | line under the section heading",,"If any of these is what stopped you, the page was never going to fix it.","Als een van deze dingen je tegenhield, ging de pagina dat toch niet oplossen.","Si c'est l'une de ces raisons qui vous a arrêté, la page n'allait pas la résoudre.","Wenn Sie einer dieser Punkte aufgehalten hat, konnte die Seite das ohnehin nicht lösen.","Si algo de esto es lo que te frenó, la página no lo iba a resolver.","Se è una di queste cose ad averti fermato, la pagina non l'avrebbe risolta.",,
browse-03,step.0.b,"Browse 3 - +3d, tell us the job and we price it | step.0.b",,"A sketch, a photo of an old print, a spec sheet, or just a sentence. Up to five files.","Een schets, een foto van een oude druk, een specificatieblad, of gewoon één zin. Tot vijf bestanden.","Un croquis, la photo d'un ancien tirage, une fiche technique, ou juste une phrase. Jusqu'à cinq fichiers.","Eine Skizze, ein Foto eines alten Drucks, ein Datenblatt oder einfach ein Satz. Bis zu fünf Dateien.","Un boceto, una foto de una impresión antigua, una ficha técnica, o solo una frase. Hasta cinco archivos.","Uno schizzo, la foto di una vecchia stampa, una scheda tecnica, o solo una frase. Fino a cinque file.",,
browse-03,step.0.t,"Browse 3 - +3d, tell us the job and we price it | step.0.t",,Tell them what you need,Zeg wat je nodig hebt,Dites ce dont vous avez besoin,"Sagen Sie, was Sie brauchen",Di qué necesitas,Di' cosa ti serve,,
browse-03,step.1.b,"Browse 3 - +3d, tell us the job and we price it | step.1.b",,"A tailored price with the full total in it, not a range and not a callback to arrange a call.","Een prijs op maat met het complete totaal erin, geen bandbreedte en geen terugbelverzoek om een gesprek te plannen.","Un prix sur mesure avec le total complet, pas une fourchette ni un rappel pour convenir d'un appel.","Ein Preis auf Maß mit der vollständigen Summe, keine Spanne und kein Rückruf, um ein Gespräch zu vereinbaren.","Un precio a medida con el total completo, no un rango ni una llamada para concertar otra llamada.","Un prezzo su misura con il totale completo, non una forbice e non una richiamata per fissare una chiamata.",,
browse-03,step.1.t,"Browse 3 - +3d, tell us the job and we price it | step.1.t",,They come back within 24 hours,Ze komen binnen 24 uur terug,Ils reviennent sous 24 heures,Sie melden sich innerhalb von 24 Stunden,Vuelven en 24 horas,Ti rispondono entro 24 ore,,
browse-03,step.2.b,"Browse 3 - +3d, tell us the job and we price it | step.2.b",,"Place it yourself, or forward the quote to whoever signs things off.","Plaats hem zelf, of stuur de offerte door naar wie tekent.","Passez la commande vous-même, ou transmettez le devis à la personne qui valide.","Bestellen Sie selbst, oder leiten Sie das Angebot an die Person weiter, die freigibt.","Hazlo tú mismo, o reenvía el presupuesto a quien firma.","Ordinalo tu, oppure inoltra il preventivo a chi approva.",,
browse-03,step.2.t,"Browse 3 - +3d, tell us the job and we price it | step.2.t",,"Order it, or send it on","Bestel het, of stuur het door","Commandez, ou transmettez",Bestellen oder weiterleiten,"Pídelo, o reenvíalo","Ordinalo, o inoltralo",,
browse-03,steps_h,"Browse 3 - +3d, tell us the job and we price it | steps_h",,How a quote works,Hoe een offerte werkt,Comment se passe un devis,Wie ein Angebot abläuft,Cómo funciona un presupuesto,Come funziona un preventivo,,
browse-03,steps_sub,"Browse 3 - +3d, tell us the job and we price it | steps_sub",,"Three steps, no phone call to book.","Drie stappen, geen belafspraak nodig.","Trois étapes, aucun rendez-vous téléphonique à prendre.","Drei Schritte, kein Telefontermin nötig.","Tres pasos, sin llamada que agendar.","Tre passaggi, nessuna telefonata da fissare.",,
browse-03,sub,"Browse 3 - +3d, tell us the job and we price it | line under the headline",,"An odd size, a tight deadline, or a number someone else approves. Our quote desk answers within 24 hours.","Een afwijkend formaat, een krappe deadline, of een bedrag dat iemand anders goedkeurt. Onze offertebalie antwoordt binnen 24 uur.","Un format inhabituel, un délai serré, ou un montant que quelqu'un d'autre doit valider. Notre service devis répond sous 24 heures.","Ein ungewöhnliches Format, ein knapper Termin oder eine Summe, die jemand anders freigibt. Unser Angebotsteam antwortet innerhalb von 24 Stunden.","Un tamaño raro, un plazo ajustado, o una cifra que aprueba otra persona. Nuestro equipo de presupuestos responde en 24 horas.","Un formato insolito, una scadenza stretta, o una cifra che approva qualcun altro. Il nostro team preventivi risponde entro 24 ore.",,
browse-03,team_eyebrow,"Browse 3 - +3d, tell us the job and we price it | team_eyebrow",,PRINT EXPERT TEAM,PRINTEXPERT-TEAM,ÉQUIPE D'EXPERTS EN IMPRESSION,DRUCKEXPERTEN-TEAM,EQUIPO DE EXPERTOS EN IMPRESIÓN,TEAM ESPERTI DI STAMPA,,
browse-03,team_h,"Browse 3 - +3d, tell us the job and we price it | team_h",,Send them the awkward job,Stuur ze de lastige klus,Confiez-leur le travail délicat,Schicken Sie ihnen den kniffligen Auftrag,Mándales el trabajo complicado,Manda loro il lavoro difficile,,
clothing-textiles,alt_brand_bandc,clothing-textiles | alt_brand_bandc,,Two people wearing white printed sweatshirts,Twee mensen in witte bedrukte sweaters,Deux personnes en sweat-shirts blancs imprimés,Zwei Personen in weißen bedruckten Sweatshirts,Dos personas con sudaderas blancas impresas,Due persone con felpe bianche stampate,,
clothing-textiles,alt_brand_iqoniq,clothing-textiles | alt_brand_iqoniq,,Four people wearing coloured printed t-shirts,Vier mensen in gekleurde bedrukte T-shirts,Quatre personnes en t-shirts imprimés colorés,Vier Personen in farbig bedruckten T-Shirts,Cuatro personas con camisetas impresas de colores,Quattro persone con t-shirt stampate colorate,,
clothing-textiles,alt_brand_jackjones,clothing-textiles | alt_brand_jackjones,,Three men wearing denim shirts and jackets,Drie mannen in denim shirts en jassen,Trois hommes en chemises et vestes en denim,Drei Männer in Jeanshemden und -jacken,Tres hombres con camisas y chaquetas de denim,Tre uomini con camicie e giacche in denim,,
clothing-textiles,block.body,clothing-textiles | block.body,,You do not have to order the same size throughout. Send the breakdown you need and we will put it together as one job.,"Je hoeft niet overal dezelfde maat te bestellen. Stuur de verdeling die je nodig hebt, dan zetten wij het als één opdracht klaar.",Vous n'êtes pas obligé de commander la même taille partout. Envoyez la répartition dont vous avez besoin et nous en ferons une seule commande.,"Sie müssen nicht überall dieselbe Größe bestellen. Schicken Sie die Verteilung, die Sie brauchen, dann stellen wir sie als einen Auftrag zusammen.",No tienes que pedir la misma talla para todo. Envía el desglose que necesitas y lo montamos como un solo pedido.,Non devi ordinare la stessa taglia per tutti. Mandaci la distribuzione che ti serve e la mettiamo insieme come un unico ordine.,,
clothing-textiles,block.title,clothing-textiles | block.title,,"Mixed sizes, one order","Gemengde maten, één bestelling","Tailles mélangées, une seule commande","Gemischte Größen, eine Bestellung","Tallas mezcladas, un solo pedido","Taglie miste, un solo ordine",,
clothing-textiles,body.Hoodies & Zip-up Hoodies,clothing-textiles | body.Hoodies & Zip-up Hoodies,,"Heavier than a t-shirt and worn far longer, which is what makes one worth embroidering rather than printing. Zip or pullover, in the size breakdown you actually need.","Zwaarder dan een t-shirt en veel langer gedragen, en juist daarom de moeite waard om te borduren in plaats van te bedrukken. Met rits of over het hoofd, in de matenverdeling die je echt nodig hebt.","Plus épais qu'un t-shirt et porté bien plus longtemps, ce qui vaut la peine d'une broderie plutôt que d'une impression. Zippé ou à enfiler, avec la répartition de tailles dont vous avez vraiment besoin.","Schwerer als ein T-Shirt und viel länger getragen, und genau deshalb eher zum Besticken als zum Bedrucken. Mit Reißverschluss oder zum Überziehen, in der Größenverteilung, die Sie wirklich brauchen.","Más gruesa que una camiseta y se lleva mucho más tiempo, y por eso compensa bordarla en lugar de imprimirla. Con cremallera o cerrada, con el desglose de tallas que de verdad necesitas.","Più pesante di una t-shirt e indossata molto più a lungo, ed è proprio questo che la rende adatta al ricamo più che alla stampa. Con zip o chiusa, nella distribuzione di taglie che ti serve davvero.",,
clothing-textiles,body.T-shirts,clothing-textiles | body.T-shirts,,"Printed or embroidered, in the size breakdown you actually need rather than the same size throughout. Send your logo and we will say which method suits it.","Bedrukt of geborduurd, in de matenverdeling die je echt nodig hebt in plaats van overal dezelfde maat. Stuur je logo en wij zeggen welke methode erbij past.","Imprimés ou brodés, avec la répartition de tailles dont vous avez vraiment besoin plutôt que la même taille partout. Envoyez votre logo et nous vous dirons quelle méthode lui convient.","Bedruckt oder bestickt, in der Größenverteilung, die Sie wirklich brauchen, statt überall dieselbe Größe. Schicken Sie Ihr Logo, dann sagen wir Ihnen, welches Verfahren dazu passt.","Impresas o bordadas, con el desglose de tallas que de verdad necesitas en vez de la misma talla para todos. Envía tu logo y te decimos qué método le encaja.","Stampate o ricamate, con la distribuzione di taglie che ti serve davvero invece della stessa taglia per tutti. Mandaci il logo e ti diciamo quale metodo è adatto.",,
clothing-textiles,brands.eyebrow,clothing-textiles | brands.eyebrow,,BRANDS WE CARRY,MERKEN DIE WIJ VOEREN,LES MARQUES QUE NOUS PROPOSONS,MARKEN IN UNSEREM SORTIMENT,MARCAS QUE TRABAJAMOS,I MARCHI CHE TRATTIAMO,,
clothing-textiles,brands.h,clothing-textiles | brands.h,,Or put it on a brand they already know,Of zet het op een merk dat ze al kennen,Ou posez-le sur une marque qu'ils connaissent déjà,"Oder bringen Sie es auf einer Marke an, die man kennt",O ponlo en una marca que ya conocen,Oppure mettilo su un marchio che già conoscono,,
clothing-textiles,brands.link,clothing-textiles | brands.link,,See all brands,Bekijk alle merken,Voir toutes les marques,Alle Marken ansehen,Ver todas las marcas,Vedi tutti i marchi,,
clothing-textiles,brands.sub,clothing-textiles | brands.sub,,"Not everything has to be a blank. We print on premium garment brands too, from the same file.","Niet alles hoeft blanco te zijn. Wij bedrukken ook premium kledingmerken, vanaf hetzelfde bestand.","Tout n'est pas obligé d'être neutre. Nous imprimons aussi sur des marques de vêtements premium, à partir du même fichier.","Nicht alles muss neutral sein. Wir bedrucken auch Premium-Textilmarken, aus derselben Datei.","No todo tiene que ser sin marca. También imprimimos sobre marcas de ropa premium, desde el mismo archivo.","Non deve essere per forza neutro. Stampiamo anche su marchi di abbigliamento premium, dallo stesso file.",,
clothing-textiles,eyebrow,clothing-textiles | small green line above the headline,&amp;,CLOTHING &amp; TEXTILES,KLEDING &amp; TEXTIEL,VÊTEMENTS &amp; TEXTILE,KLEIDUNG &amp; TEXTILIEN,ROPA &amp; TEXTIL,ABBIGLIAMENTO &amp; TESSUTI,,
clothing-textiles,grid_h,clothing-textiles | grid_h,&amp;,More in Clothing &amp; Textiles,Meer in Kleding &amp; Textiel,Plus en Vêtements &amp; Textile,Mehr in Kleidung &amp; Textilien,Más en Ropa &amp; Textil,Altro in Abbigliamento &amp; Tessuti,,
clothing-textiles,grid_sub,clothing-textiles | grid_sub,,"Two more to put a logo on, in sizes from one upwards.","Nog twee om een logo op te zetten, in aantallen vanaf één.","Deux autres sur lesquels poser un logo, à partir d'une pièce.","Zwei weitere für Ihr Logo, ab einem Stück.","Dos más donde poner un logo, a partir de una unidad.","Altri due su cui mettere un logo, a partire da un pezzo.",,
clothing-textiles,h1,clothing-textiles | main headline,,Kitting out the team?,Team in het nieuw?,Vous équipez l'équipe ?,Team neu einkleiden?,¿Vistiendo al equipo?,Vesti la squadra?,,
clothing-textiles,hero_alt,clothing-textiles | hero_alt,,"A printed hoodie, beanie and shorts laid out on tarmac","Een bedrukte hoodie, muts en short op het asfalt","Un sweat à capuche, un bonnet et un short imprimés posés sur le bitume","Ein bedruckter Hoodie, eine Mütze und eine Shorts auf dem Asphalt","Una sudadera, un gorro y unos pantalones cortos impresos sobre el asfalto","Una felpa, un berretto e dei pantaloncini stampati sull'asfalto",,
clothing-textiles,pre,clothing-textiles | hidden preheader - the inbox snippet,,Shirts and textiles with your logo on them.,Shirts en textiel met je logo erop.,T-shirts et textiles à votre logo.,Shirts und Textilien mit Ihrem Logo.,Camisetas y textil con tu logo.,Magliette e tessuti con il tuo logo.,,
clothing-textiles,sect_h,clothing-textiles | section heading,,Where most team orders start,Waar de meeste teambestellingen beginnen,Par où commencent la plupart des commandes d'équipe,Womit die meisten Team-Bestellungen anfangen,Por dónde empiezan la mayoría de los pedidos de equipo,Da dove parte la maggior parte degli ordini per il team,,
clothing-textiles,sect_sub,clothing-textiles | line under the section heading,,The two we print most when a business kits people out.,De twee die wij het meest bedrukken als een bedrijf mensen in het nieuw steekt.,Les deux que nous imprimons le plus quand une entreprise équipe ses équipes.,"Die zwei, die wir am häufigsten bedrucken, wenn ein Unternehmen sein Team einkleidet.",Los dos que más imprimimos cuando una empresa viste a su gente.,I due che stampiamo di più quando un'azienda veste le persone.,,
clothing-textiles,sub,clothing-textiles | line under the headline,,"Shirts and textiles, with your logo printed or stitched on.","Shirts en textiel, met je logo erop gedrukt of geborduurd.","T-shirts et textiles, avec votre logo imprimé ou brodé.","Shirts und Textilien, mit Ihrem Logo gedruckt oder gestickt.","Camisetas y textil, con tu logo impreso o bordado.","Magliette e tessuti, con il tuo logo stampato o ricamato.",,
commercial-print,block.body,commercial-print | block.body,,"The same artwork can run across flyers, leaflets and posters. Send it once and we will fit it to each size rather than asking you to redo it.","Hetzelfde ontwerp kan op flyers, folders en posters. Stuur het één keer en wij passen het aan elk formaat aan, in plaats van jou te vragen het opnieuw te maken.","Le même visuel peut servir pour les flyers, les dépliants et les affiches. Envoyez-le une fois et nous l'adaptons à chaque format, plutôt que de vous demander de le refaire.","Dasselbe Motiv passt auf Flyer, Falzflyer und Poster. Schicken Sie es einmal, dann passen wir es an jedes Format an, statt Sie darum zu bitten, es neu zu machen.","El mismo diseño sirve para flyers, dípticos y carteles. Envíalo una vez y lo adaptamos a cada formato, en lugar de pedirte que lo rehagas.","Lo stesso file va bene per volantini, pieghevoli e poster. Mandacelo una volta e lo adattiamo a ogni formato, invece di chiederti di rifarlo.",,
commercial-print,block.title,commercial-print | block.title,,"One design, several products","Één ontwerp, meerdere producten","Un seul visuel, plusieurs produits","Ein Design, mehrere Produkte","Un diseño, varios productos","Un solo file, più prodotti",,
commercial-print,body.Booklets & Brochures,commercial-print | body.Booklets & Brochures,,"A catalogue, a programme, a company report. Stapled for something short, bound with a spine for something thicker. Send the pages and we will tell you which binding suits the count.","Een catalogus, een programmaboekje, een jaarverslag. Geniet voor iets dunners, gebonden met een rug voor iets dikkers. Stuur de pagina's en wij zeggen welke binding bij dat aantal past.","Un catalogue, un programme, un rapport d'entreprise. Agrafé pour les petits volumes, relié avec un dos pour les plus épais. Envoyez les pages et nous vous dirons quelle reliure convient au nombre.","Ein Katalog, ein Programmheft, ein Geschäftsbericht. Geheftet für wenige Seiten, mit Rücken gebunden für dickere. Schicken Sie uns die Seiten, dann sagen wir Ihnen, welche Bindung zur Seitenzahl passt.","Un catálogo, un programa, una memoria de empresa. Grapado para lo más fino, encuadernado con lomo para lo más grueso. Envía las páginas y te decimos qué encuadernación encaja con esa cantidad.","Un catalogo, un programma, un bilancio aziendale. Con punto metallico per poche pagine, con dorso per volumi più spessi. Mandaci le pagine e ti diciamo quale rilegatura va bene per quel numero.",,
commercial-print,body.Leaflet Printing & Flyers,commercial-print | body.Leaflet Printing & Flyers,,"Still the cheapest way to put something in somebody's hand. A thousand rarely costs twice what five hundred does, so it is worth pricing the next quantity up before you order.","Nog altijd de goedkoopste manier om iemand iets in handen te geven. Duizend kost zelden het dubbele van vijfhonderd, dus het loont om het volgende aantal even door te rekenen voor je bestelt.",Toujours le moyen le moins cher de mettre quelque chose dans la main de quelqu'un. Mille coûtent rarement le double de cinq cents : ça vaut la peine de regarder le prix de la quantité au-dessus avant de commander.,"Immer noch der günstigste Weg, jemandem etwas in die Hand zu geben. Tausend kosten selten doppelt so viel wie fünfhundert, es lohnt sich also, vor der Bestellung die nächstgrößere Menge durchzurechnen.","Sigue siendo la forma más barata de poner algo en la mano de alguien. Mil rara vez cuestan el doble que quinientos, así que merece la pena mirar el precio de la cantidad siguiente antes de pedir.","È ancora il modo più economico per mettere qualcosa in mano a qualcuno. Mille raramente costano il doppio di cinquecento, quindi conviene guardare il prezzo della quantità successiva prima di ordinare.",,
commercial-print,eyebrow,commercial-print | small green line above the headline,,PROMOTIONAL PRINT,PROMOTIEDRUKWERK,IMPRESSION PROMOTIONNELLE,WERBEDRUCK,IMPRESIÓN PROMOCIONAL,STAMPA PROMOZIONALE,,
commercial-print,grid_h,commercial-print | grid_h,,More ways to advertise it,Meer manieren om het te laten zien,D'autres façons de le faire savoir,"Weitere Wege, es zu bewerben",Más formas de anunciarlo,Altri modi per farlo sapere,,
commercial-print,grid_sub,commercial-print | grid_sub,,"Four more formats, in the quantities businesses actually order.","Nog vier formaten, in de aantallen die bedrijven echt bestellen.","Quatre autres formats, dans les quantités que les entreprises commandent vraiment.","Vier weitere Formate, in den Mengen, die Unternehmen wirklich bestellen.","Cuatro formatos más, en las cantidades que las empresas piden de verdad.","Altri quattro formati, nelle quantità che le aziende ordinano davvero.",,
commercial-print,h1,commercial-print | main headline,,What are you promoting next?,Wat ga je hierna promoten?,Quelle est votre prochaine campagne ?,Was bewerben Sie als Nächstes?,¿Qué vas a promocionar ahora?,Cosa promuovi adesso?,,
commercial-print,hero_alt,commercial-print | hero_alt,,Printed flyers fanned out on a dark green velvet sofa,Bedrukte flyers uitgewaaierd op een donkergroene fluwelen bank,Des flyers imprimés étalés sur un canapé en velours vert foncé,Bedruckte Flyer aufgefächert auf einem dunkelgrünen Samtsofa,Flyers impresos extendidos sobre un sofá de terciopelo verde oscuro,Volantini stampati distesi su un divano di velluto verde scuro,,
commercial-print,pre,commercial-print | hidden preheader - the inbox snippet,,The print that puts your next campaign in front of people.,Het drukwerk dat je volgende campagne onder de ogen van mensen brengt.,Les imprimés qui mettent votre prochaine campagne sous les yeux des gens.,"Die Drucksachen, die Ihre nächste Kampagne vor Augen bringen.",El material impreso que pone tu próxima campaña delante de la gente.,La stampa che mette la tua prossima campagna davanti alle persone.,,
commercial-print,sect_h,commercial-print | section heading,,Where most campaigns start,Waar de meeste campagnes beginnen,Par où commencent la plupart des campagnes,Womit die meisten Kampagnen anfangen,Por dónde empiezan la mayoría de las campañas,Da dove parte la maggior parte delle campagne,,
commercial-print,sect_sub,commercial-print | line under the section heading,,The two formats businesses order most when they have something to advertise.,De twee formaten die bedrijven het meest bestellen als ze iets te vertellen hebben.,Les deux formats que les entreprises commandent le plus quand elles ont quelque chose à annoncer.,"Die zwei Formate, die Unternehmen am häufigsten bestellen, wenn sie etwas zu bewerben haben.",Los dos formatos que más piden las empresas cuando tienen algo que anunciar.,I due formati che le aziende ordinano di più quando hanno qualcosa da pubblicizzare.,,
commercial-print,sub,commercial-print | line under the headline,,"Whatever it is, this is the print that puts it in front of people, and what tends to go with what.","Wat het ook is, dit is het drukwerk dat het onder de ogen van mensen brengt, en wat er meestal bij besteld wordt.","Quoi que ce soit, voici les imprimés qui le mettent sous les yeux des gens, et ce qui va généralement avec.","Was es auch ist: Das sind die Drucksachen, die es vor Augen bringen, und was meistens dazu bestellt wird.","Sea lo que sea, este es el material impreso que lo pone delante de la gente, y lo que suele pedirse con ello.","Qualunque cosa sia, questa è la stampa che la mette davanti alle persone, e quello che di solito si ordina insieme.",,
